SEX		AGE		HEIGHT		WEIGHT
2		61		63		200
1		65		76		240
2		38		63		186
2		38		68		170
2		60		60		160
1		43		70		170
1		53		70		196
1		43		72		185
2		84		60		118
1		71		72		173
2		68		67		195
2		64		63		130
2		52		61		146
1		39		70		180
1		71		70		193
2		20		64		180
2		46		63		103
1		31		68		265
1		30		69		238
2		59		60		180
1		37		71		155
2		66		62		160
2		77		62		106
2		40		65		135
2		83		61		146
1		47		71		275
1		59		67		229
1		30		67		150
1		55		63		135
1		77		65		140
2		70		67		135
2		19		64		115
2		34		66		230
1		32		66		240
2		79		62		180
1		67		66		135
2		36		65		160
2		78		66		144
1		28		72		175
2		56		64		220
2		75		65		190
2		35		62		120
2		54		68		230
1		74		73		230
1		36		66		165
1		71		66		165
1		23		71		163
1		83		69		189
2		72		65		135
2		41		66		135
2		84		59		109
2		73		59		155
1		73		67		185
1		37		68		175
2		23		64		130
2		36		65		260
1		77		66		190
1		77		70		195
2		21		70		125
2		84		63		152
1		68		68		188
1		82		66		140
2		63		59		125
1		72		69		165
2		80		59		165
2		74		60		118
1		21		69		140
2		51		65		200
2		44		64		145
2		26		66		235
2		38		64		125
1		19		74		200
1		71		71		180
1		69		67		165
2		84		62		180
1		85		69		195
1		68		71		175
2		72		64		147
2		26		66		140
2		51		65		155
1		35		69		175
2		30		60		178
2		26		62		135
2		73		62		201
2		44		68		196
2		33		65		130
2		21		67		212
1		33		68		220
2		41		67		222
1		29		71		200
1		31		69		270
2		26		67		160
2		58		65		204
1		61		74		205
2		79		64		146
2		31		65		150
1		66		68		190
2		32		64		147
1		24		71		200
1		50		68		172
1		28		71		182
2		73		67		138
1		73		75		236
2		75		66		165
2		74		62		150
1		39		68		200
1		38		66		240
2		83		65		135
1		57		68		234
1		34		67		175
1		60		71		265
2		76		62		150
2		71		64		125
2		28		62		180
1		41		72		215
1		41		73		210
1		69		74		180
2		61		63		258
2		66		63		230
1		54		70		240
1		30		71		200
1		69		68		190
1		51		68		185
1		48		70		197
2		76		62		150
2		48		64		164
2		58		64		130
2		62		62		136
2		30		62		130
1		18		71		190
2		26		63		220
2		18		61		120
1		31		70		150
1		53		71		235
1		56		66		180
2		53		60		134
1		76		71		294
1		37		71		190
1		33		69		173
1		71		69		210
2		57		68		165
1		44		70		220
2		35		64		185
2		27		63		197
1		51		74		215
1		77		68		140
1		70		72		177
2		80		62		130
2		55		66		250
2		50		65		160
2		35		67		180
2		68		66		185
2		40		60		120
2		69		68		180
2		72		64		154
2		25		63		168
2		58		66		200
1		18		74		265
1		50		72		185
1		52		70		185
2		30		63		145
1		56		67		160
1		20		72		220
2		48		62		150
2		23		67		190
1		56		68		162
2		42		64		240
2		66		61		150
2		29		65		124
1		85		73		240
1		32		71		176
1		44		67		190
2		67		63		121
1		67		70		175
2		28		65		130
2		20		65		125
2		65		62		120
2		64		64		170
2		56		63		150
2		37		68		170
2		41		67		155
2		82		67		198
2		73		64		190
2		78		62		130
2		63		63		165
1		84		67		150
2		32		63		125
2		24		62		132
1		27		76		250
2		48		65		220
2		64		64		155
2		85		64		180
1		40		70		190
2		85		64		137
1		49		67		230
1		85		69		161
2		65		62		112
1		70		72		175
2		42		68		180
1		30		72		189
1		39		68		192
1		33		65		130
2		43		62		109
2		85		60		152
1		46		69		196
1		75		72		222
1		64		71		200
2		80		65		175
2		34		63		240
2		38		65		220
2		29		64		120
2		34		64		110
2		68		60		144
2		60		65		140
2		67		67		165
2		18		67		180
2		83		64		128
1		68		65		145
1		34		75		179
2		63		63		160
2		48		68		148
2		76		65		225
1		77		69		215
1		67		67		178
2		20		64		163
1		28		72		170
2		59		64		118
1		68		73		250
1		36		72		215
2		52		66		272
2		44		60		165
1		46		69		160
2		62		64		138
1		58		64		140
2		70		64		170
1		77		67		183
1		35		72		175
1		80		68		190
2		25		66		130
1		74		71		208
2		62		64		175
1		27		73		170
2		39		62		155
2		68		62		122
2		52		66		135
2		42		61		125
2		31		64		155
2		58		63		138
2		60		64		120
1		41		75		210
2		52		63		220
2		40		64		190
1		70		69		212
1		25		69		180
1		49		72		185
1		26		68		160
2		69		63		135
2		47		66		205
1		73		69		170
2		46		69		160
1		32		72		170
2		41		60		140
1		34		72		265
1		71		67		175
2		31		63		145
2		39		69		229
1		50		70		142
2		21		65		120
2		85		60		120
1		48		72		270
2		72		66		180
1		25		70		210
1		40		66		160
1		74		69		220
1		31		71		185
2		34		62		142
2		48		62		161
2		41		62		209
1		82		71		182
1		55		72		160
1		30		69		231
1		46		67		155
1		78		74		249
2		23		65		110
2		71		66		150
2		64		65		180
1		45		74		215
1		64		69		190
2		85		61		118
1		18		67		145
2		58		61		130
1		54		67		158
1		68		70		228
2		68		60		105
1		25		66		198
2		27		65		168
2		38		64		204
2		60		65		150
2		31		62		197
2		38		66		180
2		77		61		120
2		26		66		215
2		28		65		165
2		72		63		109
2		37		61		190
1		43		67		200
2		65		63		180
2		34		66		173
2		64		69		230
2		66		64		145
2		36		63		125
2		38		65		160
2		76		70		158
2		73		64		135
2		47		64		135
2		69		60		105
2		62		65		170
2		58		66		138
1		66		66		160
2		54		62		200
2		67		67		140
1		22		75		135
2		43		63		198
1		39		65		195
2		48		66		195
1		61		70		190
2		71		64		160
2		64		61		118
1		72		67		173
2		34		64		105
2		62		62		127
2		70		66		240
2		40		64		230
2		44		67		200
2		37		65		138
2		66		65		160
1		51		75		185
1		40		70		220
1		41		74		200
1		38		74		190
1		21		69		140
2		49		65		200
1		24		69		132
2		41		65		175
2		30		60		198
2		32		67		180
2		76		65		138
1		42		67		170
1		80		73		268
2		22		62		140
2		18		63		107
2		43		64		125
1		30		69		179
2		63		64		174
2		53		62		110
1		81		67		250
1		26		65		130
2		74		63		182
1		44		72		200
1		36		67		185
1		56		73		250
2		51		66		159
2		46		62		121
1		74		73		235
1		49		71		185
2		67		67		163
1		66		72		255
2		35		67		175
1		45		70		215
1		71		67		170
1		70		71		165
2		75		60		105
2		72		63		150
2		78		63		135
2		51		64		160
2		45		62		158
2		69		63		258
1		79		72		163
1		69		68		160
2		46		67		160
1		68		72		222
1		31		69		140
2		67		64		160
1		19		67		150
1		45		71		200
2		65		67		140
1		80		70		180
1		42		63		180
1		36		67		175
2		78		66		122
1		47		68		155
2		81		64		180
2		38		69		130
2		22		69		230
2		60		64		128
1		26		74		205
1		36		70		165
2		49		67		165
2		76		61		110
1		50		67		200
2		50		61		135
2		79		64		190
2		21		68		140
1		18		69		160
1		55		67		195
2		23		63		166
1		73		67		170
1		68		71		225
1		37		71		205
1		33		69		225
1		40		75		260
2		75		63		155
1		31		73		181
1		59		72		190
2		25		66		200
1		36		70		135
2		85		62		129
2		41		67		145
2		45		62		130
2		29		66		155
2		44		67		165
2		25		63		180
2		59		65		130
2		62		60		120
1		61		73		235
1		27		68		170
1		42		63		130
1		31		70		200
2		62		62		120
1		85		66		220
2		35		62		155
2		44		60		120
2		63		62		190
1		67		65		180
1		23		71		252
2		85		67		175
1		63		68		190
2		71		67		120
2		21		67		150
1		35		67		220
2		74		64		201
1		23		66		142
2		66		67		212
2		63		62		189
2		30		70		220
1		85		71		187
1		30		72		200
2		69		66		168
2		42		66		175
2		66		66		165
1		72		69		217
2		28		64		135
1		85		71		190
1		66		65		163
2		54		67		125
2		70		61		120
2		70		61		140
2		27		64		120
1		44		71		220
1		47		68		220
1		58		69		140
1		50		69		168
2		60		59		128
1		79		69		190
2		26		62		160
2		61		60		161
2		82		60		120
2		74		66		145
2		63		65		134
2		35		66		187
2		56		66		198
1		66		72		232
2		75		64		133
1		67		69		189
2		49		64		215
2		31		66		160
2		25		64		269
2		79		66		166
1		79		67		185
2		76		63		121
2		47		66		190
1		57		75		230
2		58		67		255
2		35		64		161
1		38		69		155
1		68		73		205
2		34		63		115
2		67		65		158
1		65		71		160
2		85		68		100
1		37		70		202
2		71		66		180
1		63		73		210
1		67		72		175
1		84		70		289
2		57		66		130
2		72		68		150
1		71		73		220
1		76		70		205
1		33		67		171
1		42		68		260
1		45		66		210
2		41		66		135
1		57		63		190
2		37		64		135
2		79		64		150
2		68		63		180
2		71		66		136
1		25		72		238
2		73		63		170
2		41		63		145
1		26		70		220
1		23		73		200
1		19		72		170
1		61		68		187
2		50		65		200
2		68		66		140
1		67		70		190
1		36		68		190
1		40		68		180
2		36		69		217
2		58		67		170
2		35		64		110
2		67		66		155
1		27		70		180
1		67		69		170
2		63		62		170
1		76		71		186
1		30		68		170
1		76		66		155
2		62		62		200
1		28		70		180
2		60		66		154
1		64		66		180
2		45		64		140
2		68		62		157
1		57		71		275
1		76		69		170
2		21		64		130
2		63		67		160
1		60		70		290
2		38		60		120
2		37		66		230
2		37		65		145
2		30		63		210
2		18		62		133
2		28		70		155
1		71		73		261
2		60		65		189
2		60		66		170
2		83		68		225
1		44		72		185
1		20		75		258
2		59		66		160
1		75		69		178
2		38		67		180
1		34		71		215
2		62		61		142
1		72		68		210
2		35		62		136
1		85		65		151
2		45		60		120
2		50		60		112
2		36		69		175
2		33		64		142
1		65		71		226
2		54		62		184
2		41		64		160
2		53		62		195
1		74		71		195
2		60		63		145
1		63		70		238
1		83		69		180
2		40		62		120
2		32		66		200
2		61		67		249
1		52		72		185
2		68		64		150
2		39		65		120
1		24		70		188
1		21		72		180
1		30		75		148
2		71		62		240
1		66		67		250
2		85		61		140
1		82		69		185
1		71		74		222
2		66		63		150
1		42		68		250
2		37		65		260
1		42		66		167
2		23		66		120
2		53		64		160
2		41		60		140
2		53		67		160
1		58		66		165
2		62		66		135
1		57		75		250
1		85		70		215
1		65		68		155
1		51		73		215
1		56		72		200
1		75		68		220
1		31		75		215
1		45		72		160
1		29		70		270
2		61		63		155
1		69		68		230
2		70		62		130
1		52		73		220
2		23		62		220
1		68		68		170
2		59		62		170
2		50		65		135
2		72		69		220
2		44		62		138
2		38		62		190
2		21		62		220
2		74		61		145
2		30		65		220
1		27		70		205
1		44		73		190
2		29		65		124
2		68		68		159
2		33		64		168
2		50		67		145
2		57		67		162
1		75		71		210
1		45		69		188
2		59		65		170
2		34		64		150
1		75		72		180
1		52		72		220
1		40		66		140
2		48		62		125
1		32		71		290
2		39		64		174
2		47		64		237
2		63		61		224
1		73		65		160
2		25		69		150
2		54		66		188
1		74		72		230
2		36		64		135
2		41		68		190
1		57		72		258
2		69		62		148
1		66		70		220
2		75		64		126
2		65		59		207
1		39		72		190
1		74		69		165
1		38		72		215
1		61		66		204
1		80		67		202
2		77		59		130
2		59		62		150
2		45		67		200
2		25		65		150
1		27		73		190
1		60		67		183
2		48		65		156
2		33		66		150
1		49		71		172
2		43		64		160
1		31		70		163
1		51		67		165
2		63		62		190
2		56		66		150
1		72		65		160
2		68		61		154
1		59		70		190
2		36		64		163
2		54		66		125
2		37		67		175
1		48		67		230
2		36		63		160
1		45		72		200
2		33		65		200
1		36		67		230
2		56		63		122
2		65		65		215
2		22		64		220
2		85		65		156
1		58		71		175
1		48		74		245
1		83		71		185
1		40		76		245
2		34		67		140
2		24		63		120
1		56		65		180
2		34		69		215
2		42		64		160
1		58		71		168
2		21		62		160
2		47		60		125
1		85		68		160
2		75		65		120
2		85		61		150
1		69		67		183
1		73		68		165
2		37		67		185
1		62		69		230
1		41		71		179
1		75		72		200
2		62		64		174
1		26		71		180
1		23		74		190
2		85		63		120
2		57		59		140
1		40		68		175
2		40		59		145
2		38		65		178
1		32		72		175
2		50		62		195
2		40		62		160
1		55		69		185
2		56		59		130
1		63		67		157
1		30		71		195
2		62		69		160
1		25		76		275
1		85		71		180
2		47		62		180
1		73		75		250
2		59		65		190
1		65		71		160
2		75		60		160
2		51		61		176
2		65		66		132
2		49		62		185
2		57		67		200
2		72		67		158
2		84		63		171
1		51		66		147
2		85		65		139
1		45		73		199
1		30		72		140
2		67		62		210
1		30		71		181
1		84		68		210
1		70		68		200
1		48		69		185
2		85		60		126
2		42		64		120
2		85		68		123
1		32		67		195
1		74		70		155
1		56		70		210
2		44		65		220
1		40		70		169
2		20		60		155
1		45		69		215
2		70		63		140
1		61		69		175
1		53		65		175
1		73		68		203
1		60		72		185
2		51		61		170
1		32		66		175
1		57		74		195
2		48		64		240
1		68		70		280
2		37		63		150
2		28		67		180
2		26		67		165
1		25		73		180
1		75		68		240
2		58		64		134
1		29		68		160
1		41		66		140
1		49		69		220
2		56		63		140
1		67		65		144
2		35		62		180
2		55		62		150
2		23		69		210
2		58		70		195
1		48		75		200
2		37		63		120
1		75		73		240
2		46		62		110
1		45		72		170
2		37		62		260
2		60		63		212
1		47		72		199
2		41		64		160
2		25		63		196
1		40		69		220
1		69		69		165
2		77		65		178
2		81		61		100
1		68		68		185
2		31		61		190
1		48		70		240
1		25		71		175
1		66		66		175
2		26		62		137
1		57		69		255
2		56		67		115
1		53		66		185
2		58		67		155
2		68		67		162
2		74		62		144
1		25		71		150
1		73		72		224
2		37		66		220
1		51		76		236
2		36		64		150
1		76		70		210
2		20		60		120
1		68		72		200
2		37		67		155
2		76		69		189
2		40		62		192
1		60		70		225
2		43		69		270
1		75		70		220
1		23		76		175
2		26		67		220
1		58		72		186
2		26		67		145
2		24		62		155
2		50		66		145
1		37		69		150
2		48		65		175
1		64		68		230
2		85		64		226
1		31		71		235
2		73		64		153
2		53		64		140
1		54		72		250
1		35		66		197
2		67		60		100
2		84		66		179
1		62		73		250
1		68		70		170
1		73		71		175
1		27		65		136
2		57		67		155
2		46		66		180
1		36		73		240
1		39		66		220
2		24		64		135
2		42		64		192
2		34		66		115
2		36		66		130
1		35		69		200
1		61		70		165
1		39		67		175
2		70		65		130
2		54		63		180
2		83		60		225
2		51		61		165
1		71		68		185
1		61		68		150
2		73		68		180
2		29		60		122
2		85		64		106
2		38		68		205
1		58		69		226
1		48		66		162
1		47		67		218
2		72		66		230
2		57		65		195
1		29		67		160
2		39		69		250
1		60		75		280
1		54		69		165
2		70		61		125
2		75		68		170
2		50		61		105
2		19		61		130
2		62		61		182
1		19		68		180
1		27		70		170
2		81		62		136
2		38		66		160
1		36		76		180
1		72		68		171
1		30		69		195
1		41		69		180
1		35		74		235
2		74		63		258
2		39		65		160
1		85		69		175
2		57		63		117
1		31		64		165
1		85		68		168
2		85		64		192
1		85		73		210
1		55		71		220
1		27		65		165
1		70		73		210
1		65		64		182
1		33		72		220
1		45		70		200
1		21		72		155
2		35		68		190
1		68		69		176
2		39		64		213
2		81		62		105
1		49		69		175
1		58		73		276
2		69		62		250
2		32		69		200
1		65		64		170
1		82		68		188
2		72		63		175
2		60		62		119
2		55		67		155
1		81		71		177
2		60		67		145
2		61		64		183
2		64		66		190
1		55		67		145
1		59		70		170
2		83		61		193
2		37		66		180
2		26		66		200
2		35		64		135
2		85		61		145
2		33		62		145
1		62		71		180
1		55		73		175
2		65		66		180
2		62		65		200
2		85		60		120
1		69		71		230
1		57		73		218
1		56		69		143
2		44		62		107
1		70		72		228
1		51		70		237
1		48		65		177
2		60		59		120
2		57		68		140
2		45		63		140
2		65		64		198
2		23		69		125
1		74		65		170
1		40		73		175
2		66		62		138
2		77		62		145
2		71		63		165
1		71		68		185
1		76		69		187
2		81		62		175
2		40		69		130
2		76		65		180
2		84		61		105
2		62		63		161
1		67		71		196
1		81		72		250
2		41		61		122
1		47		72		180
2		62		65		150
1		43		69		155
2		85		60		178
2		30		66		145
1		34		73		215
1		43		72		147
1		34		71		225
1		49		71		180
1		63		72		186
1		72		71		175
1		74		70		171
2		79		66		100
1		60		70		230
1		35		72		175
2		50		66		180
2		29		65		165
2		26		65		180
1		49		73		165
1		66		71		290
1		57		72		195
1		71		71		200
2		77		61		150
1		67		67		155
2		43		63		131
2		55		62		160
2		73		63		166
1		46		73		220
2		22		65		175
1		51		70		180
1		69		68		174
1		60		72		190
2		69		65		200
2		62		67		170
2		30		62		191
2		82		65		181
1		68		73		240
1		26		75		225
2		50		62		145
1		27		72		190
2		73		62		120
2		25		66		175
2		32		61		196
2		46		69		165
2		25		61		135
2		34		67		271
1		26		66		220
2		47		62		180
1		76		71		229
1		36		72		178
1		51		74		200
1		77		70		186
2		53		66		185
2		28		68		160
1		63		70		240
2		19		64		150
2		50		61		104
2		41		70		160
2		32		64		262
2		47		62		170
2		23		69		135
2		63		61		104
2		25		64		175
1		41		71		230
1		40		69		240
2		26		69		175
1		26		67		150
2		47		62		180
2		34		69		240
2		45		64		198
2		68		63		192
1		54		72		275
1		23		70		225
1		67		67		190
1		56		68		175
2		68		65		130
2		67		62		155
2		18		64		145
2		19		63		190
2		65		62		149
1		63		63		154
2		65		60		155
1		78		68		140
2		60		67		190
1		56		74		268
1		43		73		215
2		21		65		130
2		18		66		126
2		52		65		104
2		60		61		124
1		43		73		250
2		75		67		180
2		85		61		167
2		55		66		170
2		28		62		165
2		45		64		219
1		67		69		182
2		51		68		160
2		48		64		150
1		45		71		240
1		54		70		265
1		85		67		151
2		70		62		160
2		85		63		130
2		26		69		130
2		30		61		230
2		46		68		176
2		56		67		190
2		74		63		157
1		62		73		265
2		27		66		165
2		62		69		152
1		58		71		205
1		37		67		135
1		68		69		265
2		75		62		198
1		23		71		185
2		77		66		142
2		28		66		127
1		36		66		140
2		64		69		165
1		26		69		160
2		20		63		102
2		41		62		130
1		61		71		190
1		63		70		205
1		67		66		205
2		75		61		235
1		58		73		183
2		42		66		130
2		72		68		173
2		69		66		240
2		45		64		148
1		68		68		200
2		67		66		230
1		38		64		148
1		60		71		200
1		34		69		180
2		85		64		120
2		85		69		160
1		48		63		154
1		38		68		148
2		63		62		140
1		32		71		175
2		65		62		180
1		56		71		168
2		54		61		110
2		77		67		112
2		70		65		125
2		81		63		166
1		57		70		200
1		33		70		169
1		41		68		150
2		73		66		230
1		28		68		150
2		38		62		180
1		53		72		220
1		36		66		140
2		42		66		185
2		62		60		140
2		76		64		155
1		73		70		175
2		49		63		210
2		70		67		156
2		21		66		130
2		81		64		132
1		58		65		160
1		61		68		180
1		72		72		195
1		85		69		168
1		40		69		210
2		60		60		170
2		43		64		190
2		24		66		140
1		78		71		140
2		23		64		150
1		64		71		175
2		35		68		135
1		76		71		190
1		65		67		246
1		75		67		210
1		31		72		170
1		53		66		186
2		47		69		230
2		79		65		160
2		55		66		130
2		34		63		214
2		42		67		181
2		68		69		239
2		75		65		165
1		51		69		199
1		66		69		182
2		46		65		140
1		62		70		185
1		41		73		165
1		63		73		220
2		33		63		160
1		33		69		160
2		43		64		198
1		71		69		180
2		62		63		132
1		28		67		195
1		70		72		210
1		20		71		190
1		24		64		180
1		78		70		145
2		54		63		148
2		58		62		145
2		47		65		170
2		43		63		163
2		55		62		180
1		76		67		168
2		36		67		170
1		79		66		151
1		58		66		285
2		82		66		132
1		43		72		175
1		74		74		200
2		47		62		190
2		34		64		170
1		72		69		216
1		51		63		180
2		66		70		170
1		57		73		250
1		32		73		155
2		27		64		130
1		66		76		235
2		64		60		135
1		47		68		160
1		57		74		250
1		57		67		195
1		25		67		175
2		39		66		145
1		34		69		180
2		76		63		107
2		45		63		218
2		32		65		150
1		23		69		187
2		32		66		195
1		75		66		140
2		63		65		180
1		77		70		230
1		75		74		219
2		42		66		160
1		73		65		150
1		79		69		185
2		34		65		270
1		81		72		235
2		75		70		260
1		56		73		210
1		77		67		198
1		20		66		140
1		49		69		205
2		52		64		160
1		44		71		150
1		62		69		220
2		51		65		175
1		24		70		135
2		81		63		186
1		36		68		173
2		76		59		140
2		38		65		110
2		33		69		180
2		50		69		150
2		85		62		110
1		53		71		160
1		19		72		170
1		85		67		175
2		20		64		150
2		80		64		210
2		25		67		220
2		40		63		120
2		79		65		160
1		69		69		160
2		84		65		155
1		46		72		165
2		37		65		170
2		58		70		195
2		75		63		135
2		36		63		144
2		70		65		158
2		30		64		140
1		40		72		155
2		60		59		145
1		45		69		200
1		21		70		165
2		55		60		162
2		41		68		208
2		53		68		168
2		31		62		145
1		35		68		185
1		63		72		285
1		57		68		210
1		42		72		210
1		66		68		195
2		27		63		160
1		38		69		170
1		67		72		200
1		56		74		178
1		54		63		150
2		34		66		190
2		66		65		220
2		69		67		157
2		33		64		130
2		39		69		235
2		29		66		118
2		45		65		214
2		39		63		165
2		18		64		150
1		69		75		157
1		34		71		235
2		54		65		138
2		55		63		165
2		29		62		145
2		63		63		126
1		62		69		190
2		64		64		153
2		63		67		182
1		35		74		195
2		23		63		115
2		76		59		180
1		34		71		172
2		72		62		163
1		35		70		175
2		18		67		180
2		85		64		160
1		73		71		192
1		41		73		195
2		30		63		142
2		57		63		139
2		67		70		143
2		19		64		129
1		31		73		220
2		59		61		170
2		79		60		133
2		27		64		175
1		39		71		185
1		46		66		180
2		32		65		157
2		54		65		123
1		51		70		230
2		33		66		146
1		28		68		160
1		85		70		150
2		85		64		125
2		25		64		140
2		67		68		260
2		22		65		135
1		61		64		175
1		39		72		205
1		52		65		230
1		60		68		220
1		29		75		193
1		42		72		175
1		72		71		160
2		31		60		140
1		39		73		240
1		45		67		205
2		23		65		200
2		70		64		127
1		54		73		215
1		85		67		136
1		23		68		150
2		37		64		180
2		21		65		140
2		67		62		177
2		28		67		135
2		50		63		194
1		30		65		180
1		76		70		205
1		78		69		200
1		37		72		215
1		54		71		186
1		18		70		140
2		51		62		200
1		41		71		215
1		58		69		186
2		63		65		145
1		56		75		240
1		80		70		180
2		45		69		159
1		48		69		230
2		44		65		140
1		56		68		165
1		26		73		290
2		38		64		175
1		21		73		187
1		52		73		240
2		73		66		195
2		26		63		150
1		64		68		150
1		37		65		165
1		31		70		155
1		73		76		275
1		80		70		165
2		58		60		150
1		69		72		250
1		40		68		280
2		53		66		170
1		74		72		205
1		40		74		196
2		82		66		231
1		19		68		170
2		34		69		250
2		62		61		135
2		72		62		100
1		31		71		280
2		67		61		248
1		54		73		198
2		65		64		185
2		27		61		223
1		46		73		200
1		44		71		250
2		24		62		175
1		63		75		280
1		20		69		175
1		31		72		235
2		66		62		190
1		66		68		160
2		66		68		165
1		64		72		185
2		61		66		185
1		85		72		185
1		52		71		185
1		52		72		230
1		54		73		215
1		47		71		165
2		27		63		142
2		31		63		171
2		75		63		112
1		36		72		160
1		34		69		200
1		41		66		154
1		30		68		170
1		61		71		219
2		38		61		150
1		41		70		185
2		50		68		220
1		41		68		165
2		33		63		115
1		59		68		196
1		41		68		140
1		74		75		260
2		72		65		118
2		63		69		163
2		53		61		155
2		43		63		160
1		85		65		130
1		58		69		150
1		82		70		190
2		31		70		173
1		38		73		195
2		31		62		149
2		85		61		118
1		26		63		170
2		26		61		200
2		63		63		135
2		58		66		204
1		61		72		190
2		74		70		160
1		59		74		185
2		35		60		225
2		83		66		130
2		34		62		158
2		58		62		150
2		62		62		145
1		72		70		180
1		31		66		206
2		39		63		125
1		68		69		180
1		22		67		200
2		84		64		148
1		32		76		225
1		27		72		190
2		38		66		132
1		70		68		175
1		43		69		200
2		73		59		175
2		77		65		181
2		69		62		250
2		32		64		125
2		51		60		130
1		56		67		205
2		56		64		220
1		57		68		210
2		80		67		170
1		40		71		178
2		29		61		190
2		64		64		155
2		56		62		135
2		51		62		200
2		63		63		150
2		77		63		122
1		71		67		198
1		22		71		175
2		24		70		135
2		43		64		180
1		22		71		130
2		85		59		130
2		44		65		140
2		53		65		250
2		61		64		118
1		63		71		205
1		55		74		189
2		63		59		110
2		58		62		170
1		52		69		200
1		69		67		197
1		54		74		165
2		34		59		140
1		30		70		165
1		71		69		225
2		50		60		169
2		37		63		210
2		25		59		170
1		55		69		210
2		51		68		129
1		46		68		165
1		22		69		169
2		44		59		146
2		63		69		250
2		45		61		145
1		30		73		140
2		70		64		249
2		59		62		150
2		43		68		190
1		85		68		179
2		27		67		190
2		69		64		226
1		54		65		218
1		59		69		170
2		37		61		150
1		25		73		160
2		74		62		140
2		20		67		121
2		68		65		198
2		65		60		140
2		33		68		240
2		57		65		140
2		36		60		115
2		30		64		120
2		25		63		130
2		62		65		190
2		32		66		118
1		67		71		210
1		25		71		205
1		37		72		160
2		23		69		170
2		59		68		135
2		22		68		200
2		60		62		165
2		37		64		160
2		30		64		120
2		77		64		170
2		63		64		131
2		71		61		150
1		28		71		180
1		28		67		260
2		82		63		135
2		35		62		135
2		37		65		161
2		55		61		129
1		35		69		175
2		27		65		114
1		54		73		210
2		45		61		110
1		53		69		175
1		76		68		240
2		24		64		125
1		38		73		164
2		37		66		132
2		74		62		130
2		30		68		170
1		63		71		175
1		29		72		170
1		21		67		165
2		85		65		220
2		26		63		130
2		33		68		215
1		39		76		205
1		71		70		170
1		58		72		210
1		22		71		160
2		60		68		180
2		59		62		184
2		35		70		160
2		48		66		135
2		27		63		115
2		52		67		185
2		40		61		170
1		74		69		260
1		20		71		190
2		50		63		170
2		67		60		120
1		41		64		190
2		75		66		250
2		24		66		150
1		44		71		190
1		23		73		170
2		76		62		150
2		71		65		186
2		49		63		154
2		42		62		250
1		73		71		185
2		83		66		160
2		82		66		150
2		67		65		200
1		64		69		193
1		37		66		210
2		26		65		175
1		38		70		195
2		44		61		110
1		68		66		182
1		29		71		215
1		27		67		160
1		72		69		175
2		59		60		184
1		31		69		185
1		71		74		230
2		56		64		172
1		64		71		215
2		59		64		156
2		51		60		230
2		49		59		115
1		72		72		167
2		55		64		135
2		36		61		110
2		28		62		143
1		75		66		153
2		67		66		150
2		18		59		102
2		44		60		105
2		53		65		125
2		81		61		120
2		34		64		128
1		35		67		190
2		28		61		120
2		34		64		130
2		61		62		120
1		28		74		285
1		27		65		230
2		85		65		162
1		66		72		180
2		63		66		185
2		26		64		170
2		74		65		195
1		74		70		182
2		38		66		150
2		33		64		116
1		46		72		185
1		67		73		205
1		18		74		210
1		23		71		140
2		54		64		174
1		59		69		248
2		67		67		170
2		49		62		137
1		26		69		167
2		43		67		175
2		85		62		128
1		25		71		190
1		85		71		202
1		85		69		165
1		61		69		236
1		25		69		136
2		64		63		175
2		43		69		230
1		65		74		230
2		50		63		155
2		71		65		207
2		67		64		172
2		27		63		143
1		34		76		260
2		47		64		155
1		18		65		130
1		44		67		180
1		52		66		190
2		51		62		259
1		85		69		140
2		35		70		170
1		44		72		180
2		65		62		120
1		45		67		185
2		41		61		123
2		85		60		140
1		47		68		295
2		63		68		136
2		60		61		148
2		35		62		130
1		30		64		132
2		35		65		165
2		65		66		195
2		39		62		150
2		23		67		175
2		67		60		160
2		66		62		149
1		71		72		230
2		66		59		107
1		64		68		200
2		63		65		170
2		59		70		190
2		64		67		115
1		29		70		155
1		51		73		295
2		48		61		140
2		49		65		172
2		85		61		148
2		45		63		132
2		65		64		106
2		59		67		145
2		44		63		180
2		31		66		113
2		70		67		125
2		54		65		143
2		68		64		140
2		67		67		178
2		33		64		230
2		79		59		108
1		49		70		255
1		57		63		140
1		45		69		168
2		62		65		140
1		24		68		150
2		65		64		160
2		50		64		215
1		21		68		165
2		66		61		161
1		60		73		210
1		60		69		210
2		54		63		160
2		24		67		200
1		69		67		150
2		59		63		230
1		34		72		198
2		37		62		152
2		67		68		190
2		31		66		205
2		64		64		171
1		23		67		230
2		54		64		120
2		35		65		166
2		82		68		175
2		85		69		140
1		36		72		186
1		41		70		175
1		79		70		185
2		29		64		138
1		51		66		195
2		54		59		118
2		56		65		160
2		32		63		120
1		21		75		280
2		85		60		165
1		64		70		184
2		67		62		113
2		85		62		187
2		62		68		152
1		77		63		137
2		36		66		155
2		41		64		210
1		25		71		227
1		40		72		198
1		61		73		205
1		36		72		190
1		27		70		225
2		61		63		135
2		75		59		128
1		72		67		178
1		32		64		130
2		77		59		170
2		67		64		155
2		54		65		198
1		72		69		185
1		64		70		175
2		64		64		155
1		49		68		210
2		80		62		130
2		71		64		165
1		53		68		192
1		40		72		200
2		31		70		215
2		21		63		135
1		49		72		168
2		42		67		147
1		79		70		200
1		68		69		210
2		29		63		205
1		33		68		158
2		42		64		170
1		34		72		210
1		57		75		250
2		50		67		145
